,0,1
3762,"@HSBC_UK Spent an hour and a half on the phone again today, service is a shambles.. I've probably clocked up 10 hours now in the last week and a bit... Probably more tomorrow... I will be moving bank next week",0
3763,"Despite several payouts to Interpal by those who have accused It being a front for terrorist fundraising,no one has yet to make any charges stick,HSBC,however,is not convinced and no longer handles UK Interpal donations.
 Like they suspect something.. https://t.co/69MZFeJeFs",0
3764,@turpinblues @HSBC_UK @Stonewallhousin (unless they're trans but we both know that's not what you're referring to),0
3765,@RickySm81239084 @theedijester @HSBC_UK @Stonewallhousin it literally is not a defect,0
3766,"@HSBC_UK @Stonewallhousin regardless of the intention, this sounds bad. are you:
 
 a) only offering bank accounts to those without a fixed address if they're lgbtq+?
 or
 b) saying that previously only straight people are without a fixed address could ge",0
3767,@HSBC_UK @Stonewallhousin So if your not lgbtq. Your don't get one. Why are businesses pandering to these people ? Do normal straight people not count,0
3769,@lukeedoesstuff @maggiemellon @HSBC_UK @Stonewallhousin @stonewalluk How is that guy's message transphobic? People like you give our community a bad name!,0
3770,@SiBtheBeast @lukeedoesstuff @maggiemellon @HSBC_UK @Stonewallhousin @stonewalluk it feels as though they are saying supporting LGBT is disrespecting women which is commonly used by transphobes,0
3771,"Here's a look back over the last week's Good and Bad PR: HSBC, Jeremy Clarkson and Mark Rofe get the best headlines, Amazon gets the worst @HSBC_UK @JeremyClarkson #PR #publicrelations https://t.co/IYwm4ySZki",0
3772,"@HSBC_UK So I can't deposit my cheque online, but the hsbc branches round where I live are shut on Saturdays, and because of my work hours it means I have to take time off work to deposit a cheque, Makes loads of sense trying to move everything online but",0
3773,@L4UR4UK Hi Laura Ã°Å¸â„¢â€š yes these are scam messages and not sent by HSBC. You can report these to your network provider free on: 7726. Please also block the numbers from your phone. Thank you for bringing this to our attention. ^Alison.,0
3774,@HSBC_UK @Stonewallhousin I bank with hsbc and I like my bank to respect women and statistics. @stonewalluk are promoting dangerous nonsense,0
3775,@FayeEsq @LloydCymru @PoliticsForAlI @thesundaytimes He did horrendous damage to the NHS with his PPI https://t.co/aWhIbIzaJq,0
3776,"@HSBC_UK @Stonewallhousin How many are women? What are you doing to protect them from exploitation, assault and abuse?",0
3777,"With regards to AML. a) My UK bank has done KYC against me and I do my UK tax return. b) Banks, particularly HSBC have an appalling AML record. Why haven't the FCA blocked HSBC UK due to their International support of drug cartel involvement a few years back? https://t.co/cxY6E4Y8kh",0
3778,Really unhappy at the length of time it will take to resolve an issue and issue a refund @HSBC_UK,0
3780,"@FinancialTimes Boycott #CCPChina , the #CCP , and all who support it @Huawei @HSBC @HSBC_UK @Nike @NBA Ã¢â‚¬Â¦ https://t.co/r9rAbReP4O",0
3781,@JoolsInDisguise @stevesbirdfood @StVitusDance @HSBC_UK @Stonewallhousin this is such a strange and shallow thing to say about a genuine issue...,0
3783,@JoolsInDisguise @StVitusDance @HSBC_UK @Stonewallhousin i am lgbtq+ and if you think you can just become queer by dying your hair blue or trans by changing pronouns then you are wrong and thats highly insensitive. of course there may be inaccuracies in s,0
3784,"@stevesbirdfood @StVitusDance @HSBC_UK @Stonewallhousin Given that I could say I'm queer just by dying my hair blue &amp; wearing dungarees or trans by changing pronouns, those statistics are pretty unreliable. You can literally identify into any group. I",0
3785,@HSBC_UK I have been on hold and spoken to 3 agents for an hour this morning. Transferred to a line that no one spoke and then got cut off. I have called 4 times and spoken to agents on the chat facility 6 times now! https://t.co/rBXJYTKzt6,0
3786,@HSBC_UK will the HSBC app be updated to work with iOS 15 anytime soon as I am unable to use my app and access my account at the moment?,0
3787,Surely a fraud department should be open 24/7 and not just monday to friday ?? @HSBC_UK,0
3788,"@HSBC_UK Stonewall's feedback for improvement, a council representative wrote: Ã¢â‚¬Å“Suggestion: Better use of social media accounts. Would like to see examples from the main account because of the reach it has. Need more on trans, especially as they are",0
3789,"@btechphantom17 @HSBC_UK @Stonewallhousin It's HSBC, primary locale is China. Shouting the virtues of LGBTQ+ in the UK, silent about abuse in China. See the double standards? They don't give a shit about LGBTQ+ really, just scoring brownie points.",0
3790,@devonviews @HSBC_UK @Stonewallhousin You idiot that one one geeza and he was from Brum not batley and spen,0
3791,"I was on the phone again to @HSBC_UK earlier...
 
 ""I tried to register for online banking but never received any text messages from you?""
 
 ""Well, the mobile number needs to be in a very specific format or it doesn't go through...""
 
 HSBC IT dept are a fucking joke. Ã°Å¸Â¤Â¡",0
3792,"RT @HertsHuntSabs: This happened last week. Pidge rescued by fire brigade wet &amp; stuck in netting and found by our sabs.
 @HSBC_UK needs to rÃ¢â‚¬Â¦",0
3793,"@HSBC_UK when are you going to up your opening hours, I'm finding it impossible to get to my local branch because of your hours, or when are you going to get a pay in point for individuals at the branch, rather than just a business one?",0
3794,"@TuanDoanHN @HSBC_UK Yes. American employers can feel that way. But generally, the culture everywhere seems to enable letting people go a little too easy.",0
3795,@HSBC_UK pls help me i tried to replace my lost card and now i just get this!? https://t.co/8V6q2V5RHv,0
3796,@HSBC_UK This is what I would have done if the website hadn't given me the wrong advice.,0
3797,"42 minute wait to find that the website advice to phone was rubbish, and I need to go into an @HSBC_UK branch to get a form.
 I could have walked there and back in the time I wasted. https://t.co/Z86aaa34ns",0
3798,"@HSBC_UK Thought you might be interested in this, i hope its a scam https://t.co/l8R6SVJuKM",0
3799,"RT @XRNHerts: .@Wimbledon No #Tennis on a dead planet!
 Sponsorship by @HSBC is unethical. Please choose better.
 
 @HSBC_UK 2nd worst funderÃ¢â‚¬Â¦",0
3800,"@HSBC_UK iam trying to speak with you, and it's impossible, iam waiting a lot of money on the call. Why there is no mail to send a email.?",0
3801,Dear @HSBC_UK the upto 20 minute queue time I was advised at the start of my call is currently 1 hour 44 minutes. It is also a call I shouldn't have to be making as I'm trying to speak to someone about an error HSBC have made. What a waste of an afternoon Ã°Å¸â„¢â€ž,0
3803,"@HSBC_UK 
 I miss a call at 12:00, they say I need to call them back by 13:30
 
 Really...spent 1 hour 20 minutes so far - spoke to two people, first one cut me off, second one couldn't get the call put through... hours spent talking to you this week, use",0
3804,"@SaveBondsMeadow @nationaltrust @HSBC_UK Something isn't right here, money sloshing around to plant them but money sloshing around to remove them for housing somewhere else. Trust?? @DevonLiveNews",0
3805,@LKateFoster I'm very sorry for the long waiting time as we are experiencing heavy queues on the line due to the current situation. Could you kindly send us a direct message with more details. ^Abbas,0
3806,"@HSBC_UK @Stonewallhousin Queer youth are more likely to be kicked out and made homeless, and this makes them more vulnerable to the effects of climate crisis. If you care about us you must stop funding the fossil fuel industry! #Pride",0
3807,"@HSBC_UK @Stonewallhousin The damage the Line 3 pipeline would cause is as much as 50 new coal-fired power plants and would endanger more than 800 wetlands and 200 waterways. It's construction also puts Indigenous women, girls, and two-spirit at heightene",0
3808,"@HSBC_UK @BritishCycling The damage the Line 3 pipeline would cause is as much as 50 new coal-fired power plants and would endanger more than 800 wetlands and 200 waterways. It's construction also puts Indigenous women, girls, and two-spirit at heightened",0
3809,"I love the current @HSBC_UK citizen of everywhere adverts, but lose the goddamn masksÃ¢â‚¬Â¦ never *ever* normalise this crap.",0
3810,30 mins and waiting still...I've wasted 50 mins trying to speak to an agent when you've written to me asking to call you urgently about a fraudulent payment and have now clearly stopped my online banking access! @HSBC_UK any chance of a phone being picked up?,0
3811,@HSBC_UK Yeah I already gave them the faster payment ID that confirms the payment arrived with yourselves. You've just lost it Ã°Å¸â€˜Å’,0
3812,@HSBC_UK I'm having trouble being welcomed as a new mortgage customer as you're refusing to reply to my broker &amp; refusing to talk to me without a sort code/acc num. Completed 3 weeks ago yet have not received anything except false charge 'to be refund,0
3813,@HSBC_UK @Stonewallhousin I'm glad I don't bank with you if you are in association with the extremely toxic Stonewall!,0
3814,Just received this message. It's a scam. Do be careful clicking on links that might be scam. Think twice. Ã¢Â_x0081_Â¦@HSBC_UKÃ¢Â_x0081_Â© https://t.co/qtg5G3gBWa,0
3815,33 minutes on hold waiting to get though to @HSBCUKBusiness same this morning. That's an hour of our day wasted @HSBC_UK shocking service https://t.co/xdX7177iyv,0
3816,"Bye bye @HSBC_UK - your customer service has been so poor for so long. You don't even respond to your complaints, I'm leaving now Ã°Å¸â€˜â€¹Ã°Å¸Â_x008f_Â½, arguably 10 years too late!",0
3817,HSBC confirms scam attempt as fraudsters claim 'payment attempted from new device' https://t.co/mCX4Y4qpia,0
3818,"HSBC confirms scam attempt as fraudsters claim 'payment attempted from new device'
 https://t.co/9KS5uVKqpg",0
3819,HSBC scam warning as Britons told Ã¢â‚¬Ëœnew device' is accessing their bank account https://t.co/C2NOiQHhFW #smishing https://t.co/CtuGnbC1Er,0
3820,"@Dominos_UK hey, paid via hsbc, website rejected the payment (apparently) but money came out of my account. Tried again with same card and failed. Retried with another card with success but now paid double the amount Ã°Å¸â„¢â€ž. Any advice please?",0
3821,"@Jkylebass @ABlinken Other than freezing accounts of HKers, they also have a reputation of accidentally freezing accounts of 6-year old UK based Muslims. Ã¢â‚¬Å“WOOPS! That lard (lad) got the same name as that other lardÃ¢â‚¬Â_x009d_. 
 
 While other banks' due",0
3822,"@HSBC_UK I've been paying Ã‚Â£11.95 a month for years, maybe even a decade and I want my money back! Your service don't work and probably never did! I've gone from waiting in the cold last night too waiting in the sun this morning! 11hrs later and @TheRAC",0
3823,"@HSBC_UK staff don't know anything about it. I have only encountered incompetence, poor customer service and absolutely unwillingness to help from @HSBC_UK. Are you thiefs @HSBC_UK?",0
3824,"@HSBC_UK has restricted our well established business account because of an alleged fraudulent credit of Ã‚Â£990.00. Now we cannot run our business properly. Moreover, money paid by our clients after the restrictions are being held by HSBC instead of bein",0
3825,HOW CAN I BEEN BROKEN DOWN AND WAITING FOR @TheRAC_UK FOR OVER 10HRS SINCE LAST NIGHT AND THEN THEY SEND A NON COMPLIANT RESCUE VEHICLE????!!!!!!! @HSBC_UK TELL ME HOW PLEASE HOW????!!!!,0
3826,"According to Winston (Churchill)""Golf is a game whose aim is to hit a very small ball into an even smaller hole, with weapons singularly ill designed for the purpose"" Our Children beg to differ!Ã°Å¸ËœÅ“ #NSSW2021 #schools #PE #sport #golf @YouthSportTrust @HSBC_UK @golffoundation https://t.co/EW4cFXKnX7",0
3827,"RT @dropthedebt: Big banks are draining vast sums of money from the global south, even as #Covid19 threatens to push 150 million people intÃ¢â‚¬Â¦",0
3829,"@HSBC_UK Still having issues, managed to reset PW, don't have a secure key never had. Told the advisor this. Popped on hold and after 10 minutes line was disconnected. This is so annoying and time-consuming all I need to do it reset my online banking and ",0
3830,"Lol, #bankers lackey Martin Lewis banging on @thismorning about switching #banks these fucking #Freemasons force me to switch for just knowing what they get up to @Barclays @santanderuk @NatWestGroup and now their mates down the lodge at @HSBC_UK all closed accounts in four years",0
3831,"I've been saying. Groupthink doesn't just infect public sector bodies like @bbc, and @metpoliceuk. It's present in corporations too, especially banks like @HSBC and @RBS_Help, which is why their first instinct is always to defend the indefensible. https://t.co/41FeaFnJUB",0
3833,tears in my eyes every time i open the HSBC app they should start lying to me to soften the blow,0
3834,RT @stopadani: Banks and insurers are abandoning Adani in droves over its dangerous coal expansion. Adani's biggest investors must stop enaÃ¢â‚¬Â¦,0
3835,"@ElShabbo @JoelKatz @X__Anderson @HammerToe hsbc bank, deutsche bank etc and not bitcoin as a fungile to use? why has bitcoin risen to over 60k, although usdt was clearly printed during that time and what role does usdt play in the pricing of btc? How muc",0
3836,"@HSBC_IN I'm really feeling disappoint that #hsbc Is not interested in resolving customer complaints after being a regular usage and also paid my bill before due date still they are charging Finance charges. 
 @HSBC I want to close my credit card asap.",0
3838,"abysmal service from @hsbc - my old branch now sells hot wings, only option is online chat. Trying to close old account at their behest but even online they can't be arsed to actually deal with their customers. 30 minutes in and couple of paragraphs then oops, no agent. Hopeless",0
3839,@CRED_club i am trying to reach out to your support team on the app and getting generic automated responses only .my issue us regarding a payment i made through Cred for my HSBC card which I could see in my HSBC app earlier but is now not visible. Please ,0
3840,Banks and insurers are abandoning Adani in droves over its dangerous coal expansion. Adani's biggest investors must stop enabling climate catastrophe and dump Adani now! @blackrock @HSBC @TheOfficialSBI @mufgbk_official @jpmorgan #StopAdani https://t.co/AYBCGf0Nhu,0
3841,@HSBC why have a useless telephone number on bank cards #thisofficeisnowclosed #openfrom8 #neveranyreply #whygothroughsecuritywhenclosed #isthereanybodyinHSBC,0
3842,"@NorthmanTrader Much less than what have vanish with many big international banks such as JP Morgan, HSBC.....and lets not speak about money laundering....",0
3843,Do yourself a favour and avoid this mob like the plague! @HSBC_AUS Quite happy to allow fraudulent charges be applied to the clients for a month without resolve. #2021 @HSBC,0
3844,I am closing all my @HSBC_UK @HSBCUKBusiness @HSBC personal and business accounts because of their shit out dated service and culture .,0
3845,"@HSBC_Sport @HSBC_UK @GiveityourMax @WimbledonFdn @Wimbledon The damage the Line 3 pipeline would cause is as much as 50 new coal-fired power plants and would endanger more than 800 wetlands and 200 waterways. It's construction also puts Indigenous women,",0
3846,So if you lose your bank card &amp; phone which has your HSBC app on... you have no way of accessing your account online without it to cancel your bank card &amp; also can't call up because you have lost your phone...they also won't send a new card to your home address. Goodbye @HSBC_UK,0
3847,"@jhannapearce @HSBC_UK Ã°Å¸Ëœâ€šÃ°Å¸Ëœâ€š this is so true. I think if people saw how their money was really handled, we'd be rethinking slinging up under our mattresses Ã°Å¸Ëœâ€š",0
3848,"Yesterday you blocked my credit card and it took me 40 minutes on hold to sort it. Today my debit card, 20 minutes and counting. Caution would work better with a fully staffed call center @HSBC_UK",0
3849,Every day @HSBC_UK block my card because clearly I'm a fraudster. FFS please please answer your phones.,0
3850,"Omg, @HSBC_UK. On hold for 90mins and then you just cut the line? Is this your new strategy to handle call volume? Ignoring customers? Ã°Å¸ËœÂ¡
 
 And, OMFG your hold music will drive me insane if I have to hear it again.
 
 Ã¢â‚¬Å“Your call is important to us!Ã¢â‚¬Â_x009d_
 
 Is it fuck.",0
3851,@HSBC_UK I am trying to open a flexi saver account online but cannot do it. I am not an existing HSBC customer and my local branch cannot help. Advice please.,0
3852,"@wint_rmute @HSBC_UK Press Ã¢ËœÂ_x0081_Ã¯Â¸Â_x008f_ for unfulfilled hopes and dreams
 Press Ã¢Å¡â€_x009d_Ã¯Â¸Â_x008f_ to trigger the glorious RevolutionÃ¢â‚¬Â¦
 Press any other number to continue your meaningless existence in a late stage capitalist nightmareÃ¢â‚¬Â¦",0
3853,@HSBC_UK is there an issue with the mobile banking app? I have just reset my password and it will not let me through!,0
3854,@stevejacksonHN @HSBC_UK I used to have this problem all the time with my American account when I moved to VN years ago; back when calling back to America was far more complicated. I'm surprised to hear the problem also happens in the reverse situation.,0
3855,"It will be fine, chose BP as they do seem to be doing a lot to transition into the greener future. HSBC cut to hold, I still say buy. Understandably dropped, but I still see it rising
 
 BP downgraded as outlook pessimism will be hard to shift says HSBC https://t.co/5f24pi81Fe",0
3857,RT @EveryCountry: .@HSBC_UK uses a MOBILE PHONE NUMBER (+447537438060) to text its customers when it thinks fraud has been committed on theÃ¢â‚¬Â¦,0
3858,"@KrisJL Hi there! I am not aware of any issue affecting the mobile app password reset. If you are still having trouble, please call our online support team on 03456 002 290 so an agent can look into it for you. ^Michele",0
3859,@EveryCountry @HSBC_UK Barclays are similar. A notification I received was flagged as spam - I ignored it and my card was stopped!,0
3860,"@HSBC @WorldResources @WWF Sounds great but unless you're stopping investing in fossil fuels it's all guff!
 
 You're still the 2nd worst in UK
 
 No banking on a dead planet.
 #ClimateCrisis 
 #FilthyBankers
 #FossilBanks",0
3861,BP downgraded as outlook pessimism will be hard to shift says HSBC. #BP https://t.co/sSYp0NUUMs,0
3862,@HSBC still no further forward.. apparently it takes two months to speak to someone regarding a complaint,0
3863,@bigmagicdao HSBC is a joke,0
3864,@zerohedge bye hsbc u dinosaurs fuck,0
3865,"@VRtrendfollower @DineshS20661721 Atleast sir you checked and replied his DM , My DMs are getting ignored Ã°Å¸ËœÂ_x0090_ . i think i have to be HSBC chairman , NY to get reply from you. Ã°Å¸Â¤Â£",0
3866,"@HSBCUKBusiness You take money from my account for a card I don't have, I've tried Andrew useless, live chat useless, now 35min and counting waiting for agent on the phone. #hsbc #appalingcustomerservice",0
3867,"Another day, another fraudulent HSBC website and phishing instantÃ‚ message https://t.co/6w3EZyk68D",0
3868,@HSBC_IN This is the worst bank I have ever came across. It's been 4 months since I am following up with them but still I have not received PIN for my credit card. Also they made me fake promise that 10% discount on 3rd statement would be given but no suc,0
3869,@HSBC_HK Ya sure but you are incapable of sending my card pin number for the past 3 months. 3 MONTHS! CUSTOMER SERVICE COMPLETELY USELSS. 3 MONTHS AND STILL NO PIN CODE FOR MY CARD!,0
3870,"@tonyofsidcup @BexleyLabour @CllrPeterCraske We need safe road crossings in the area, not money wasted like on Albion Road, Bexleyheath for example. Or the roundabout/not roundabout by HSBC bank",0
3871,"@HSBC_IN Thanks for solving the 50% of the issue after so many follow ups.
 Still waiting for the balance 50% resolution. If u never miss any payment or charges then how can u miss the rewards ??
 #HSBCIndia #HSBCScam",0
3872,@HSBC_UAE guys stop blocking my card for the love of god I'm not a thief why can't I just pay my internet bill without y'all being suspicious it's the 3rd time this year ?!?!?,0
3873,"RT @AlexEpstein: ESG poverty perpetuation is getting worse as activist ""investors"" with increasing influence on large financial institutionÃ¢â‚¬Â¦",0
3874,@JamesSACorey I don't particularly want to sing their praises but HSBC in the U.K. are offering people of no fixed address accounts now. A small thing that is not a small thingÃ¢â‚¬Â¦,0
3875,Ã¢Â_x0081_Â¦Ã¢Â_x0081_Â¦@MailOnlineÃ¢Â_x0081_Â© I am in the tabloids again and I can say that they report a very small part of the complaint before the ET. HSBC manager sues bank over claim colleagues used 'sexist' term 'teaching grandma to suck eggs' | Daily Mail Online. https://t.co/GS1wuO4WJy,0
3876,"In partnership with @shelter, @HSBC_UK are helping people without a fixed home address to open a bank account. This gives them a safe place to keep and spend money received from work or benefits, as well as a way to spend or save towards their future. 
 
 https://t.co/D1NrfOrccC",0
3877,"@HSBC_UK That's funny, I called that line twice in the last 2 days and no one mentioned it to me. I even spoke to someone in the account switch team, who advised that my only option at the moment is convert my solo account, in a branch. Guess I'll try aga",0
3878,"@EveryCountry @HSBC_UK The whole phone scams started with banks phoning people up to try and sell products, such as we want to review your account, etc.",0
3879,@HSBC_UK I never received my phone banking nimber so was transferred to automated system. Advisor refusing to do same for my wife. Get paid tomorrow. No access to Internet banking.,0
3880,"Scam callers...pls if you want to scam me, atleast use a bank I'm using. No 20 year old has a bank account w hsbc I can assure you",0
3881,@HSBC_UK why is no one answering the helpline? Been on hold for over an hour,0
3882,@HSBC @asiamoney_ Why is no one answering the helpline telephone? Been on hold for over an hour,0
3883,@HSBC_UK After 39 years you need to verify my identity and address at a branch. Branch only does half a job on my day off and now I can only get to branch again on a Saturday and this involves 30 mile round trip. Exceedingly frustrating! Any other way to ,0
3884,"@Mistywoman1 Keep getting texts about fraud on my HSBC account, I'd be concerned if i actually had a HSBC account!",0
3885,@blackrock @BFMTV @GoldmanSachs @WellsFargo @BankofAmerica @Citi @WSJ @bfmbusiness @CNBC @business @HSBC @CreditSuisse @UBSschweiz @RTLFrance @CNEWS @LCI @Mediapart @LeTemps @tdgch @UBS @INGFrance ... TERRIBLE!!! https://t.co/2tOOIac7J9,0
3886,@HSBC_UK you're customer service is pathetic. I've contacted Ofcom about it.,0
3887,@HSBC_UK Please can someone contact me about my BBL and how to pay it off please? Any method of telephone or Internet banking has taken me nowhere! So frustrating!,0
3888,@Scouse_MaTweet @MissAHarrington @HSBC_UK Oh yes sorry that's who I was referring to not you you've never caused any trouble!......,0
3889,"UK banks such as Barclay's, NatWest,virgin money,HSBC,Lloyd's, tsb,Halifax,santander and nationwide (building society) treat people they need to seriously change there policies because they target and bully applicants on daily basis with CRA's/Cifas give up this rubbish pathetic",0
3890,@HSBC_UK What a joke?! https://t.co/WGqPD9lXbD,0
3891,@HSBC_UK Hi Stef my problem is : We are trying to get online banking running for my wife . successfully loaded the app on her tablet trying to get.didigital key your end says it will email a code to my email address however it never reaches me,0
3892,@HSBC_UK I just called n they said call again btwn 8am nd 10pm and cut the call. Shameful!,0
3893,@HSBC_Sport @HSBC_UK @GiveityourMax @WimbledonFdn @Wimbledon You should tell your employees to give their max rather than hang up calls and not correct their own mistakes!,0
3894,@HSBC_Sport @HSBC_UK @GiveityourMax @WimbledonFdn @Wimbledon Literally the worst bank ever !!! Has no regard for customer well being. Policies in place that risk customer lives and financial detriment.. never mind the level of incompetence at every level.,0
3895,@HSBC_UK I am ios rebooted and re-installed. Same issue. Is there a way to get the digital key generator separate from the main mobile banking app?,0
3896,@HSBC_UK What do I do when when the mobile banking app just closes as soon as you open it? Can open the app to generate a code. So I cannot do any online banking Ã°Å¸ËœÂ¡,0
3897,"C and E have learnt that when you pay on your credit card, interest is added and you have to pay back more money @HSBC_UK #moneyweek #maths Ã°Å¸â€™Âµ https://t.co/vfMD6bdoWI",0
3898,@HSBC_UK Sorry to say but terrible service at your branches. Most unhelpful staff. At this rate I think more branches will shut down. Just thought would let you know. They did not have a name.Ã°Å¸â„¢Â_x008f_,0
3899,#y3 have identified that a Ã‚Â£50 note is missing from this picture #maths #moneyweek @HSBC_UK https://t.co/1EuWbohWdT,0
3900,@Get_Chip trying to relink chip account to bank but several attempts have failed and says technical issue. Is this your side or @HSBC_UK? Currently can't access my money,0
3901,"@HSBC_UK No, I've been completely locked out of everything. The Security Key transfer failed every time I tried it, then it hit the daily limit.",0
3902,"@AbdulHai23 Hello Abdul, sorry for the inconvenience, have you tried to zoom in the screen? ^Russell.",0
3903,"@HSBC_UK my banking app keeps saying error then switches to a maintenance screen, it did it all morning yesterday then resumed at 3pm then around 5pm it's saying the same thing again &amp; still is? I really need access to online banking. Is this an error",0
3904,@HSBC_UK I do not wish to make a complaint. The experience was disappointing as I have been a customer for many years and had come to expect excellent service. I am still a loyal customer. This is just to help you improve customer service.Ã°Å¸â„¢Â_x008f_,0
3905,"@HSBC_UK Hi , I would like to ask you if this e-mail is yours, becouse I think its scam. Thank you for your response. https://t.co/d2XsjSKmNJ",0
3906,"@Daniel21998063 Hi Danso, that's definitely not an email from us, it is a scam. The email address it was sent from is a scam. If you wish you can forward a screenshot by email to our Phishing team on phishing@hsbc.co.uk . Thank you for letting us know. St",0
3907,What an exciting game of higher or lower guessing if branded products are more expensive that non-branded products #y4 #moneyweek2021 #maths @HSBC_UK https://t.co/QAcfF0iazc,0
3908,Actively taking part in a branded vs non branded game. Is sugar that is branded higher or lower than a non branded product? We went for higher.#y4 #MoneyWeek2021 @HSBC_UK #Maths https://t.co/1RN6n8sDGK,0
3909,"@HSBC_UK can you sort your shit out please. Online banking not working, 30 mins hold, said he need to transfer me to another department - hung up! #shitshow",0
3910,"@HSBC_UK you possibly have the WORST TELEPHONE CUSTOMER SERVICE. I am really glad I bank with @firstdirect &amp; not #HSBC. I wish @firstdirect did childrens accounts then I would not have to be on hold for ages, AGAIN, to ask why an online banking number",0
3911,"Quite possibly the worker banking experience I've ever had, @HSBC_UK have stopped a LB important payment. I called several times (waited 30 minutes every time). Then my account was suspended. I've the last a week, I have wasted about 6 hours waiting to speak to someone. Awful.",0
3912,Shocking service from @HSBC_UK our account is being shut down and is currently frozen due to admin errors by their safeguarding team! We are a small church (charity) who now can't pay any bills and now have to find a new bank through no fault of our own! Disgusting.,0
3913,"@AbdulHai23 Hey Abdul, thank you for your feedback and sorry for the inconvenience caused. ^Jo",0
3914,"@RedCircleFP @HSBC_UK Honestly, the level of incompetence is breathtaking. Putting in rules over and above what they need to be; not accepting evidence others will; giving little help to my 18 yr old son who doesn't know the ropes (but wants to handle it ",0
3915,"@HSBC_UK why is your cheque deposit feature on your app so rubbish! ""Move left"" ""move right"" ""move left"" ""move right"" ""move left"" ""hold flat over cheque"" it is bloody flat over cheque!!!!",0
3916,"@HSBC_UK to wait 36mins on the phone for customer service and still saying ""all our advisors busy pls stay on the line"" is absolutely disgusting!",0
3917,"@gembolia Hi there, Thank you for taking the time to notify us. Indeed, It's a scam text. If possible please send the screen shot to phishing@hsbc.co.uk and delete the text ^Ivon",0
3918,"@HSBC_UK No. I hanged up in the end. Plus i am a business customer, this pathetic. We should be given a special priority number but when we call thru the business banking number we are just added to the normal queue.",0
3919,@HSBC_UK am I able to get a single cheque from my current account to make a one-off payment to someone who requires a cheque posted.,0
3920,"Following on from my last. If you use @firstdirecthelp or @HSBC_UK, unfortunately their apps refuse to work on #iOS15 or #iPadOS15. All other UK banking apps do. These two just seem to be dragging their feet Ã°Å¸â„¢Æ’. Not good really.",0
3921,HSBC manager sues bank over Ã¢â‚¬Ëœteaching grandma to suck eggs' remark https://t.co/IVCgg6kwAX,0
3922,"RT @scottdegg: @WalleysQ @EnvAgency Continued @RedIndustries2 toxic mismanagement, continued destruction of Newcastle under Lyme, no regulaÃ¢â‚¬Â¦",0
3923,@HSBC_UK I have not been able to access my business online banking for 3 days now. It is just stuck on the page before the security questions come on.,0
3924,"@HSBC_UK Good morning, how is the way to cancel not using the money exchange in Apple Pay from any device, how is that possible",0
3925,"@KirstyM09321388 Hi Kirsty, I am sorry to hear this. Can you please send us a screenshot of the page where you are receiving the error message (via Direct Message) so we can look into this for you. ^Danielle https://t.co/OCvB5tjRBZ",0
3926,"@MarkPoppleton Whilst this is underway, we are advising customers to use the Business Internet Banking service, and to try deleting and reinstalling the app please, as this has worked for some customers. (2/2) ^Danielle",0
3927,@HSBC_UK We did but it wasn't a lot of help to be honest. We're trying to pay our mortgage off which is over the 25000 fee. However as the mortgage figure only lasts for 24 hours we can't do that. We also can't get into a branch as we are self isolating. ,0
3928,"I haven't had to call @HSBC_UK for a while, it seems their wait times/customer service is still absolutely unacceptable and their is nothing customers can do about it!",0
3929,@HSBC_UK been as its impossible to contact you via the website i need help with a pending payment. I paid for an item on ebay the transaction got refused. I paid with paypal for the items which worked fine. Now the original transaction is stuck pending.,0
3930,"@HSBC_UK 12 minutes on hold to your bank to try and get help@to get into your app.
 I reckon it has wasted about 5 hours of your staff and my time in the last two years. It's worse than Fort Knox to get into. Going to an easier to work with bank. This is ",0
3931,"@HSBC_UK @TomRothery I think you're telling porkies ... every time I have called 03457 404 404 this morning the call has been ended after listening to an automated message stating that 'the office is now closed, our opening hours are 8 am to 8 pm'.",0
3932,RT @Emxoxo3103: @HSBC_UK @financialombuds @BBCWatchdog this is upsetting to the family as it feels like we are banging our heads against aÃ¢â‚¬Â¦,0
3933,@HSBC_UK @financialombuds @BBCWatchdog this is upsetting to the family as it feels like we are banging our heads against a brick wall. All we ask is for a bank transfer that does not involve online activity. The money is only needed so my Grandad can get ,0
3934,@HSBC_UK @financialombuds @BBCWatchdog My Grandma has rung me nearly in tears and explained the situation. What does not help matters is that my grandad is disabled and ill and cannot withdraw money he was In the branch as well but because he couldn't hea,0
3935,@HSBC_UK @financialombuds @BBCWatchdog Help please my grandparents have to withdraw money out of their accounts for an operation however they cannot withdraw the amount that they need in branch without online banking they do not want to do this and don't ,0
3936,"@HSBC_UK p.s. ^Claude - as far as I can tell there's no form to fill via the link below... just some info. Some tailored, considerate and helpful service for a brand new but already disillusioned customer would be really appreciated... Ã°Å¸Â¤Å¾Ã°Å¸Â¤Å¾Ã°Å",0
3937,@HSBC_UK thanks ^Claude but ur suggestion is 20th C. stuff! He's already wasted a Saturday morning on trip to branch to open account. Why didn't it get sorted then? &amp; why must he waste evenings on hold to phone service no one answers?! Pls DM &amp; pr,0
3938,@huwpentre Sorry for the inconvenience. We're currently experiencing a high volume of calls. Thank you for your patience. Please continue to hold and your call will be answered in the order it was received. Alternatively you can make payments via online b,0
3939,"@HSBC_UK In the last 2 weeks, we've spent over 20 hours queueing on the phone for Customer Services to try and resolve a business account issue. Not exactly helping small business to thrive. Any chance of getting the name &amp; number of a business relati",0
